Author Name,Author Username,Tweet Crea,ted At,Tweet Text,Likes,Retweets,Replies,Quotes,Impressions,Bookmark Count
V Wrd,Irmb22222,4/9/2024,23:24:08+00:00,Aye Arizona.. idk what y'all got goin on rn but it betta b anotha 10+ year gap B4 im eva FORCED to add my own flavorin 2 a sweet tea,0,0,0,0,6,0
Lady Liberty💙Gloves🇺🇸Off💙,Legends_Hollow,4/9/2024,23:24:03+00:00,"Time to go after Leonard Leo, The Federalist Society &amp; The Heritage Foundation 

THEY’RE the ones working to bring back Slavery 

Don’t fool yourself…

That’s their ultimate goal 

They want to bring us back to before The Civil War

Ask Arizona

WAR HAS BEEN WAGED AGAINST WOMEN!",0,0,0,0,26,0
Kim Doss,KimDoss71,4/9/2024,23:23:59+00:00,"Tayler catches the final out in foul territory. Arizona def. NMSU 17-8 (6 inn.)
About 30 minutes until the next game.",1,0,0,1,338,0
🔻G a L a L ☄️,Galalscop,4/9/2024,23:23:49+00:00,"Urgent | Press coverage: Israeli Channel 7, on the authority of Reserve Major General Yitzhak Brik: It is not possible to achieve an overwhelming #victory in #Gaza, as this is an illusion with which they deceived the #settlers.

#EidMubarak
#Bellingham
#Arizona
#Arsenal
#Madrid",0,0,5,0,45,0
R Jazzman,r_jazzman,4/9/2024,23:23:31+00:00,"I'm working on transportation if anybody's wondering... I would  stick around Arizona but it's rather difficult. Cars get stuck in muffin spatteredmud around that property. Id be happier supervising space training. #houston #nasa #spacex #chapea 

Funny..i recommended it..",0,0,1,0,1,0
Frank Conniff,FrankConniff,4/9/2024,23:23:27+00:00,Republicans in Arizona are enforcing an abortion ban that is so old the most recent medical practitioner it impacted was Doc Holiday.,103,13,9,0,2613,0
Jonathan,Jonatha60611,4/9/2024,23:23:26+00:00,"The 2024 election is almost in the bag for @JoeBiden, Arizona just put another nail in the Republican coffin but @FoxNews and lunatics like @IngrahamAngle and @TomiLahren ignore the obvious and talk about George Soros every shiny object they can find.",0,0,0,0,8,0
Shiny C Farms,ShinyCFarms,4/9/2024,23:23:16+00:00,"Make no mistake about this Arizona Law 1864 Law Birth Control, IVF, Segregation will be on the chopping block soon listen to what they say all the time as Grahram would like National Ban on Abortion, and he is single never been married or Rape",2,0,0,0,26,0
Whiterabbitmushrooms,Rabbitsmushroom,4/9/2024,23:22:45+00:00,"Arizona 

 a stork

   is not actually 

   where babies come from",0,0,0,0,6,0
lord James,JamesTowle007,4/9/2024,23:22:34+00:00,"W in TF is wrong with politicians, and others, in Arizona?

The #ScotAz  has ruled. It has no bearing on one candidate over another at a Federal level, this is a state issue.

That being said, I have no idea why/how people in 1864 figured out abortion was ""wrong"". Odd..",0,0,0,0,12,0
aspen ᖭི༏ᖫྀ • 🇵🇸 • 207,visrightarm,4/9/2024,23:22:31+00:00,the inherent shame that comes w telling people youre from bumfuck arizona,0,0,0,0,21,0
anna 🤠,annabnan_,4/9/2024,23:22:27+00:00,add this to the list of reasons I hate Arizona… and I do have a list lmaoooo,1,0,1,0,28,0
Mr. Newberger,jeremynewberger,4/9/2024,23:22:26+00:00,"Suburban moms in Arizona, I hope we can we count on your votes for Biden, before you are legally gathered up in burlap sacks and forced to churn butter in between breeding times posted on your chore lists by your masters/husbands.",154,30,2,1,1991,0
ANTFACE,ANTFACE1,4/9/2024,23:22:25+00:00,IF I WERE A DOCTOR IN ARIZONA I WOULD LEAVE WHO CAN WORK UNDER THESE  ARCHAIC CRUEL INHUMANE CONDITIONS 😡😡😡😡😡😡,0,0,0,0,7,0
🔻G a L a L ☄️,Galalscop,4/9/2024,23:22:25+00:00,"Urgent | Press coverage: “US Secretary of Defense: Large-scale famine in Gaza will lead to long-term conflict.”

#BeforeOct7th
#GazaGenocide
#EidMubarak
#Bellingham
#Arizona
#Etihad
#Saka
#Foden
#Arsenal
#Madrid",0,0,5,0,62,0
Kelly D 🟦🟧,KellDA,4/9/2024,23:22:07+00:00,"Arizona also has a law in the books that says donkeys cannot sleep in bathtubs

Here’s the deal. President Biden is going to win Arizona by the widest margin in history. Bookmark it 😉",94,17,7,0,946,3
Kikkay,NikkisBubble,4/9/2024,23:22:06+00:00,"How is Senator Kitchen, Katie Britt doing?  She just came to my mind with the Dracronian Arizona Abortion ruling.  I wonder if she's happy they're going state by state to send women back to the Kitchen? #SenatorKitchen @KatieBrittforAL",1,0,0,0,28,0
O.J.,OdotJdot,4/9/2024,23:22:05+00:00,"It's funny when you follow someone that's a fan of some super random team and they rt that random teams content to your TL lol.

Like bruh, why am I seeing post from a Arizona cardinal fan account right now?",0,0,0,0,105,0
kayt,KathrynTomashu1,4/9/2024,23:21:57+00:00,"What Florida, Arizona and 20 other states are doing to reproductive rights is right out of the law books of Gilead.",0,0,0,0,13,0
Ken Gordon,gord78585544,4/9/2024,23:21:52+00:00,"Arizona wasn’t a state until 1912. In 1864, Arizona was a territory of New Mexico.",0,0,0,0,12,0
🇵🇸🇵🇸🇵🇸,strawbrryjo,4/9/2024,23:21:49+00:00,"FYI- AZ supreme court ruled to uphold an abortion ban from 1864 today. thankfully we voted blue in our last AG election, but she won’t be our AG forever. clearly arizona republicans will keep coming for abortion rights. so who wants to get their tubes tied w me",1,0,1,0,49,0
Richard Holzhauer Jr,holzhauer_jr,4/9/2024,23:21:49+00:00,Just in from the Arizona Supreme Court... Starting in 3 Months they will start looking for Witches... Remember Arizona the only State that did not want a day off from work to Celebrate MLK's Birthday!!!,0,0,0,0,12,0
Deanie 🍷💭,touchofherhand,4/9/2024,23:21:20+00:00,i can’t understand how abortion laws are going backward.. people with a uterus should have ALL of the say over what they do with it. wtf arizona?,1,0,0,0,118,0
Tosin Ash.💧,Tosyneno,4/9/2024,23:20:51+00:00,"Arizona Supreme Court made Arizona the latest state to challenge women. 
I hope they show up in November.",0,0,0,0,37,0
ANTFACE,ANTFACE1,4/9/2024,23:20:50+00:00,EVERY DOCTOR IN ARIZONA SHOULD REFUSE TO OFFER MEN HEALTHCARE PUT THEM IN THE SAME DANGER AS WOMEN WHATS FAIR FOR WOMEN MUST BE FAIR FOR MEN,0,0,0,0,5,0
GOPSux,GOPNoMor,4/9/2024,23:20:36+00:00,Kari Lake is all in on Arizona’s 1864 abortion ban. She’s lying if she says otherwise.,1,0,0,0,32,0
The Drunken Bear,dadrunkenbear,4/9/2024,23:19:57+00:00,"Theoretical Trade:

Arizona receives:

2024 first (9)
2024 third (pick swap , 75)
2025 first
2025 second
2026 second

Chicago receives:

2024 first (4)
2024 third (pick swap, 90)

Is MHJ worth this much?",0,0,1,0,22,0
CaringSoul,CaringMusicmom,4/9/2024,23:19:47+00:00,"I would hope that all women and others in Arizona believing in a right to chose, votes total blue ticket, Biden and Dems in Congress will fix this issue, forever! This is craziness!",0,0,1,0,13,0
you-n-eye,moremejean,4/9/2024,23:19:34+00:00,What doesn't anyone state Arizona was not a state in 1864. Does that make a difference. Read the tea leaves more hatred to come from the decisions.,0,0,0,0,11,0
rain,raining_whisper,4/9/2024,23:19:19+00:00,"Since the abortion ban in Missouri, there have been 5,800 reported rape-related pregnancies. Arizona is going to see an influx as well thanks to their abortion ban. 

#VoteBlueToProtectWomensRights 
#Roevember2024",0,0,0,0,0,0
Laura Quigley,laura5801,4/9/2024,23:19:17+00:00,"If you are pregnant in Arizona, tread very carefully.",3,1,0,0,39,0
swimswamswum212,swimswamswum212,4/9/2024,23:19:07+00:00,Yo Arizona GOP. Fuck you! Fuck right off! Go fuck yourself! Don’t stop fucking yourself until you know what it feels like to be forced into a physical act against your will. To have zero bodily autonomy. To have the State control your body. I want you to feel what that feels like,2,1,0,0,20,0
DL,dlimwc,4/9/2024,23:19:01+00:00,Lol arizona. Idiots.,0,0,0,0,8,0
Capt M J Singleton 🇺🇸,NavyCaptRet63XX,4/9/2024,23:18:47+00:00,"I just read a post on this refreshing X app made me miss it to give credit. But paraphrasing believe it read, “I want to pay 1864 tax rate in Arizona then”.",23,5,2,0,200,0
Kelly D 🟦🟧,KellDA,4/9/2024,23:18:37+00:00,"Let’s go back to 1864 Arizona for a bit. There is a law on the books that reads 

All marriages of white persons with negroes, mulattoes, Indians or Mongolians are declared illegal and void.

^^This is 1864. This is how it WAS. Not how it is.",228,77,23,4,3310,0
Mamaceqtaw,0000000007Y,4/9/2024,23:18:30+00:00,So when is Arizona changing the age of consent for sex back to 10 y.o.? You know like it was when their abortion law was first enacted. 🤮,15,2,1,0,126,0
Airborne guy,GuyAirborne,4/9/2024,23:18:28+00:00,"Arizona has FU*k every woman in Arizona, Supreme court of AZ upheld 1864 law on abortion, this is just insane, get these Frankenstein monsters out of government. I got a penis and this makes it shiver. Vagina today,penis tomorrow.",0,1,0,0,5,0
Glük_Vanstone #FBPE #Prochoice #LGBTQ+ #AA #NA,BigCDubya1,4/9/2024,23:18:26+00:00,"Tennessee:  we’re going to show the world that we’re the most backward dumbest state mofos in the world today.

Arizona: hold my beer.",0,0,0,0,16,0
Curtis Hertel,CurtisHertelJr,4/9/2024,23:18:26+00:00,"I’m appalled by the Arizona’s Supreme Court ruling that upholds a near-total abortion ban from the 1800s. 

We must come together to protect a woman’s right to choose. In Congress, I’ll continue fighting for reproductive freedom in Michigan.",20,1,1,1,707,0
My Cat Fluffhead ⭕😺🌎🌈🌊,Richard96692500,4/9/2024,23:18:22+00:00,"Now that the Arizona Supreme Court upheld a draconian abortion law from the civil war era, it's almost like the legislatures in red states made huge investments in wire coat hanger futures or something. 🌊",3,0,0,0,100,0
Proud Democrat,Newguyintown,4/9/2024,23:18:16+00:00,"The arizona GOP just slapped every woman in this country right in the face. But, the woman of this country will take down the GOP in November.

We all have to come together and VOTE  these un-American politicians OUT OF OFFICE.

AZ we see and hearyou.",0,0,0,0,9,0
Barking Squirrel 💎 ™️🐻 ☮️🏳️‍🌈,Barkingskwerl,4/9/2024,23:17:55+00:00,Was it legal to vanquish a rapist back in 1864? Asking for Arizona women.,1,0,0,0,42,0
Azauriel,azaurieltunes,4/9/2024,23:17:27+00:00,"Arizona is about to ban abortion (w no exceptions for rape or incest) based on a law made in 1864 

I understand being burnt out from national elections, but please for the love of GOD vote in your local elections, for the women in your life.",4,0,0,0,147,0
VegasSnitch Sports Picks & Sports Cards,VegasSnitch,4/9/2024,23:17:26+00:00,"NBA 1000x Wager

Milwaukee Bucks -3

Fede trossard Munich fauci Etihad vini #ARSBAY Foden arsenal real Madrid Neuer Arizona #portfolioday Saka Penalty champions league insurrection #gamblingcommunity
#NBAPicks #RealMadridManchesterCity Eid Mubarak haaland #MLBPicks",1,0,15,0,430,0
Jonji,Jonjimama,4/9/2024,23:17:26+00:00,"Arizona. Tyranny by the minority. 
#RoevemberIsComing 
#Roevember2024 
#Roevember",2,0,0,0,34,0
Kim: WOKE. Bring It.,kimbere17,4/9/2024,23:17:23+00:00,"Arizona, going all Alitos  adopts  1864 abortion law.",1,0,0,0,34,0
FUNERAL GRRRL,lake_heron,4/9/2024,23:17:21+00:00,"Don’t vacation in Arizona.  Grand Canyon, WHO??????
#ArizonaLawmakersWARONWOMENWILLFAIL",0,0,0,0,10,0
Ray,restorit2,4/9/2024,23:17:16+00:00,"Hey Arizona !

Fuck all yall",0,0,0,0,6,0
🔻G a L a L ☄️,Galalscop,4/9/2024,23:17:04+00:00,"#Urgent | Democratic Representative Nancy Pelosi: “
 
- Netanyahu only cares about his political survival, and I see the necessity of holding elections in Israel

#GazaGenocide 
#BeforeOct7th
 #EidMubarak
#Bellingham
#Arizona
#Etihad
#Saka
#Foden
#Arsenal
#Madrid",0,0,5,0,65,0
Dr Bennett,TullahomaOBGyn,4/9/2024,23:16:51+00:00,I’d like to know if @acog has a statement about the Arizona Supreme Court ruling from today?  There is nothing in the AZ law of 1864 that accounts for ectopic pregnancies for instance.  They are going to start coming after #obgyn physicians and I haven’t seen anything from ACOG,0,0,0,0,9,0
Professional Zoomer 🌹,Zoomer_Doomer_,4/9/2024,23:16:50+00:00,"After Trump’s flip flop on abortion and the Arizona ruling today, I think it’s most likely Trump picks a woman as VP",1,0,1,0,89,0
Absolut.LIBRA,LibraAbsolut,4/9/2024,23:16:50+00:00,Arizona Republicans want to make it harder to block initiatives on their ballots ?!  #TheReidOut,0,0,0,0,16,0
Rosalinda Prociutto,RProciutto,4/9/2024,23:16:34+00:00,1864? Arizona you make Alabama look good.,0,0,0,0,3,0
Edelweißpirat- 🇺🇦 Я з Україною 🇱🇹,crandallgold,4/9/2024,23:16:16+00:00,"Arizona OBGYNs, looking to relocate?

DM me, I can help.

Seriously.",8,7,2,1,213,0
mnewla 🌻,mnewla,4/9/2024,23:16:11+00:00,"""States Rights"" Arizona was not a State when this law was passed. How are they able to resurrect Territorial Laws . The civil war was not even over in Az when this law was in effect.",1,0,0,0,64,0
Rob Lowy,rob_lowy912,4/9/2024,23:16:09+00:00,"Arizona's poor women will use coat hangers and back alley butchers.

Arizona's rich women will have ""cysts"" removed at their local doctor.",0,0,0,0,11,0
Whiterabbitmushrooms,Rabbitsmushroom,4/9/2024,23:15:59+00:00,"you want a place to care for?

 move to Arizona",0,0,0,0,4,0
🔻G a L a L ☄️,Galalscop,4/9/2024,23:15:59+00:00,"#Urgent | Democratic Representative Nancy Pelosi: “
The investigation into the killing of World Central Kitchen employees must be independent 

#BeforeOct7th
#GazaGenocide
#EidMubarak
#Bellingham
#Arizona
#Etihad
#Saka
#Foden
#Arsenal
#Madrid",0,0,9,0,43,0
Abracadabra,Abracad25461880,4/9/2024,23:15:27+00:00,Arizona and Republicans really want to lose elections bigly and   piss off women even more than they were yesterday.  Beware the power of women and their vote!,0,0,0,0,7,0
Mel Taylor,tay30lormel,4/9/2024,23:15:27+00:00,"I wish bad karma on Arizona Supreme Court to make awful ruling, may God see how ugly this is. Take away a rights to women.",0,0,0,0,5,0
🐰🌈🌈Liz Moreno 🦁🦁🦁,m_izerd23,4/9/2024,23:15:23+00:00,"Arizona robins was always one of my faves ! 

Now bring back Karev so I can yell at him for leaving us ! 😂😂☠️☠️☠️
Throw Izzy in there too ! 😂☠️☠️☠️",0,0,0,0,13,0
Kim Doss,KimDoss71,4/9/2024,23:15:18+00:00,"Regan with a 3-RBI double. Thrown out trying to stretch it into a triple, but whatever. Arizona leads 17-8 heading to B6. See if they can hold the run rule this time.",1,0,0,0,153,0
Cashlin,CashlinRap,4/9/2024,23:15:12+00:00,Arizona rice tea. Has a bunch of rice in it,3,0,0,0,193,0
Lynn,liberal4sure,4/9/2024,23:14:58+00:00,"#Arizona #ArizonaLawmakers #NoWomensRightsNoSex

Women in Arizona, refrain from sex until reproductive healthcare is restored.",0,0,0,0,11,0
LocalKid,HTXlocalkid,4/9/2024,23:14:58+00:00,Arizona Supreme Court ruled to ban abortion based on an 1864 Confederate War era law that was never removed.   The Republican states want to send us hundreds of years back to the horse and buggy days.  Get angry.  Get mad. Vote.,0,0,0,0,17,0
🔻G a L a L ☄️,Galalscop,4/9/2024,23:14:52+00:00,"Press coverage: “Because of her call to boycott occupation products... the broadcaster Helen Fares is fired from her job.”

#Germany vs  #Nazism 
#GazaGenocide 
#EidMubarak
#Bellingham
#Arizona
#Etihad
#Saka
#Foden
#Arsenal
#Madrid",0,0,10,0,55,0
Holli Semetko,HolliSemetko,4/9/2024,23:14:43+00:00,"70% of Americans support #abortion rights, while radical Republicans on the bench &amp; in office continue to harm women and families. 1864 abortion ban in Arizona &amp; Virginia bans birth control. How will GOP avoid losing in the 2024 election?  @moranyarchi  @femalebrain  @PippaN15",2,0,0,0,40,0
Erika 🫶🏻,ErikaBuis,4/9/2024,23:14:42+00:00,Fuck you Arizona,0,0,0,0,48,0
Roy Wisecup,ingameoflife,4/9/2024,23:14:19+00:00,Arizona wasn't even a state when they passed the abortion bill,0,0,0,0,12,0
keith,selectttt,4/9/2024,23:13:54+00:00,"Keith’s Perspective: Trump threw Red States under the bus while avoiding his own Abortion stance. The Arizona State law on abortion adopted an 1864,  Republican Civil War abortion law . Yes, Crazy, R for Republican stands REVERSE, LIKE TO 1864 law😡😡 Vote D for Democrats =Drive.",39,19,4,0,1326,0
